canonical_pathway	pvalue_adj	sig
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	1	0
REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION	1	0
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS	1	0
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	1	0
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	1	0
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1	0
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	1	0
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION	1	0
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	1	0
REACTOME_THE_FATTY_ACID_CYCLING_MODEL	1	0
REACTOME_THE_NLRP3_INFLAMMASOME	1	0
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE	1	0
REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION	1	0
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	1	0
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	1	0
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	1	0
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	1	0
REACTOME_THYROXINE_BIOSYNTHESIS	0	1
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	1	0
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	1	0
REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX	1	0
REACTOME_TIE2_SIGNALING	1	0
REACTOME_TIGHT_JUNCTION_INTERACTIONS	1	0
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	1	0
REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	1	0
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	1	0
REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION	1	0
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	1	0
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	1	0
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	1	0
REACTOME_TNF_SIGNALING	1	0
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	1	0
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	1	0
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	1	0
REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD	1	0
REACTOME_TP53_REGULATES_METABOLIC_GENES	1	0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	1	0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	1	0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	1	0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	1	0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	1	0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	1	0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	1	0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	1	0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	1	0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	1	0
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	1	0
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	1	0
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	1	0
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	1	0
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	1	0
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	1	0
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	1	0
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0	1
REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM	1	0
REACTOME_TRAIL_SIGNALING	1	0
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	1	0
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION	1	0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	1	0
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	1	0
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX	1	0
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1	1	0
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	1	0
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	1	0
REACTOME_TRANSLATION	1	0
REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX	1	0
REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS	1	0
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS	1	0
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	1	0
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	1	0
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	1	0
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	1	0
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	1	0
REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS	1	0
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	1	0
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	1	0
REACTOME_TRANSPORT_OF_FATTY_ACIDS	1	0
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	1	0
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	1	0
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	1	0
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE	1	0
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS	1	0
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	1	0
REACTOME_TRANSPORT_OF_RCBL_WITHIN_THE_BODY	1	0
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	1	0
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	1	0
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	1	0
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	1	0
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	1	0
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	1	0
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	1	0
REACTOME_TRIGLYCERIDE_CATABOLISM	1	0
REACTOME_TRIGLYCERIDE_METABOLISM	1	0
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	1	0
REACTOME_TRNA_AMINOACYLATION	1	0
REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION	1	0
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	1	0
REACTOME_TRNA_PROCESSING	1	0
REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION	1	0
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	1	0
REACTOME_TRP_CHANNELS	1	0
REACTOME_TRYPTOPHAN_CATABOLISM	1	0
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	1	0
REACTOME_TYROSINE_CATABOLISM	1	0
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS	1	0
REACTOME_UBIQUINOL_BIOSYNTHESIS	1	0
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	1	0
REACTOME_UCH_PROTEINASES	1	0
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	1	0
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	1	0
REACTOME_UNWINDING_OF_DNA	1	0
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	1	0
REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS	1	0
REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN	1	0
REACTOME_UPTAKE_OF_DIETARY_COBALAMINS_INTO_ENTEROCYTES	1	0
REACTOME_UREA_CYCLE	1	0
REACTOME_VASOPRESSIN_LIKE_RECEPTORS	1	0
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS	1	0
REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION	1	0
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	1	0
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	1	0
REACTOME_VESICLE_MEDIATED_TRANSPORT	1	0
REACTOME_VIRAL_INFECTION_PATHWAYS	1	0
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	1	0
REACTOME_VISUAL_PHOTOTRANSDUCTION	1	0
REACTOME_VITAMINS	1	0
REACTOME_VITAMIN_B1_THIAMIN_METABOLISM	1	0
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM	1	0
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	1	0
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	1	0
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM	1	0
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	0	1
REACTOME_VLDL_ASSEMBLY	1	0
REACTOME_VLDL_CLEARANCE	1	0
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	1	0
REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM	1	0
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	1	0
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2	1	0
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4	0	1
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	1	0
REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL	1	0
REACTOME_XENOBIOTICS	1	0
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	1	0
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	1	0
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	0	1
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	1	0
REACTOME_ZINC_TRANSPORTERS	1	0
REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA	1	0
REACTOME_Z_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_ZYGOTICALLY_EXPRESSED_FACTORS	1	0
WP_10Q11_21Q11_23_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_10Q22Q23_COPY_NUMBER_VARIATION	1	0
WP_11P11_2_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_13Q12_12_COPY_NUMBER_VARIATION	1	0
WP_15Q11Q13_COPY_NUMBER_VARIATION	1	0
WP_15Q11_2_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_15Q13_3_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_15Q25_COPY_NUMBER_VARIATION	0	1
WP_16P11_2_DISTAL_DELETION_SYNDROME	1	0
WP_16P11_2_PROXIMAL_DELETION_SYNDROME	1	0
WP_17P13_3_YWHAE_COPY_NUMBER_VARIATION	1	0
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_1Q21_1_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_22Q11_2_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_2Q11_2_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_2Q21_1_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_4P16_3_COPY_NUMBER_VARIATION	1	0
WP_4_HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION	1	0
WP_5Q35_COPY_NUMBER_VARIATION	1	0
WP_6Q16_COPY_NUMBER_VARIATION	1	0
WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_7Q11_23_DISTAL_COPY_NUMBER_VARIATION	1	0
WP_7_OXO_C_AND_7_BETA_HC_PATHWAYS	1	0
WP_8P23_1_COPY_NUMBER_VARIATION_SYNDROME	1	0
WP_8Q11_23_RB1CC1_COPY_NUMBER_VARIATION	1	0
WP_ABNORMAL_CALCIUM_HANDLING_AND_ITS_EFFECTS_ON_MUSCLE_CONTRACTION_IN_DMD	1	0
WP_ACETYLCHOLINE_SYNTHESIS	1	0
WP_ACE_INHIBITOR_PATHWAY	1	0
WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUER_SIMONS_SYNDROME	1	0
WP_ACTIVATION_OF_NLRP3_INFLAMMASOME_BY_SARS_COV_2	1	0
WP_ACUTE_VIRAL_MYOCARDITIS	1	0
WP_ADIPOGENESIS	1	0
WP_AEROBIC_GLYCOLYSIS	1	0
WP_AFLATOXIN_B1_METABOLISM	1	0
WP_AGE_RAGE_PATHWAY	0	1
WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION	1	0
WP_ALANINE_AND_ASPARTATE_METABOLISM	1	0
WP_ALLOGRAFT_REJECTION	1	0
WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY	1	0
WP_ALSTROM_SYNDROME	1	0
WP_ALTERED_GLYCOSYLATION_OF_MUC1_IN_TUMOR_MICROENVIRONMENT	1	0
WP_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS	1	0
WP_ALZHEIMER_39_S_DISEASE	1	0
WP_ALZHEIMER_39_S_DISEASE_AND_MIRNA_EFFECTS	1	0
WP_AMINO_ACID_METABOLISM	1	0
WP_AMINO_ACID_METABOLISM_IN_TRIPLE_NEGATIVE_BREAST_CANCER_CELLS	1	0
WP_AMINO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION	1	0
WP_AMINO_ACID_TRANSPORT_DEFECTS_IEMS	1	0
WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS	0	1
WP_AMP_ACTIVATED_PROTEIN_KINASE_SIGNALING	1	0
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	1	0
WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER	1	0
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	1	0
WP_ANGIOGENESIS	1	0
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY	1	0
WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY	1	0
WP_ANTIVIRAL_AND_ANTI_INFLAMMATORY_EFFECTS_OF_NRF2_ON_SARS_COV_2_PATHWAY	1	0
WP_APOE_AND_MIR_146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS	0	1
WP_APOPTOSIS	1	0
WP_APOPTOSIS_MODULATION_AND_SIGNALING	1	0
WP_APOPTOSIS_MODULATION_BY_HSP70	1	0
WP_APOPTOSIS_RELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER	1	0
WP_ARACHIDONATE_EPOXYGENASE_EPOXIDE_HYDROLASE	1	0
WP_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY	1	0
WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION	1	0
WP_ARYLAMINE_METABOLISM	1	0
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586	1	0
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873	1	0
WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE	1	0
WP_ATM_SIGNALING_PATHWAY	1	0
WP_ATR_SIGNALING	1	0
WP_AUTOPHAGY	1	0
WP_AUTOPHAGY_IN_PANCREATIC_DUCTAL_ADENOCARCINOMA	1	0
WP_AUTOSOMAL_RECESSIVE_OSTEOPETROSIS_PATHWAYS	1	0
WP_A_NETWORK_MAP_OF_MACROPHAGE_STIMULATING_PROTEIN_MSP_SIGNALING	1	0
WP_BARDET_BIEDL_SYNDROME	1	0
WP_BASE_EXCISION_REPAIR	1	0
WP_BDNF_TRKB_SIGNALING	1	0
WP_BENZENE_METABOLISM	1	0
WP_BENZO_A_PYRENE_METABOLISM	1	0
WP_BILE_ACIDS_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION	1	0
WP_BIOGENIC_AMINE_SYNTHESIS	1	0
WP_BIOMARKERS_FOR_PYRIMIDINE_METABOLISM_DISORDERS	1	0
WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS	1	0
WP_BIOSYNTHESIS_AND_REGENERATION_OF_TETRAHYDROBIOPTERIN_AND_CATABOLISM_OF_PHENYLALANINE	1	0
WP_BIOSYNTHESIS_AND_TURNOVER_OF_1_DEOXY_SPHINGOID_BASES	1	0
WP_BIOTIN_METABOLISM_INCLUDING_IMDS	1	0
WP_BLADDER_CANCER	1	0
WP_BLOOD_CLOTTING_CASCADE	1	0
WP_BMP2_WNT4_FOXO1_PATHWAY_IN_PRIMARY_ENDOMETRIAL_STROMAL_CELL_DIFFERENTIATION	1	0
WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT	1	0
WP_BONE_MORPHOGENIC_PROTEIN_SIGNALING_AND_REGULATION	1	0
WP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	1	0
WP_BREAST_CANCER_PATHWAY	1	0
WP_BURN_WOUND_HEALING	1	0
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1	0
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS	1	0
WP_CALORIC_RESTRICTION_AND_AGING	1	0
WP_CAMKK2_PATHWAY	1	0
WP_CANCER_IMMUNOTHERAPY_BY_CTLA4_BLOCKADE	1	0
WP_CANCER_IMMUNOTHERAPY_BY_PD_1_BLOCKADE	1	0
WP_CANNABINOID_RECEPTOR_SIGNALING	1	0
WP_CANONICAL_AND_NON_CANONICAL_NOTCH_SIGNALING	1	0
WP_CANONICAL_AND_NON_CANONICAL_TGF_B_SIGNALING	1	0
WP_CANONICAL_NF_KB_PATHWAY	1	0
WP_CARDIAC_HYPERTROPHIC_RESPONSE	1	0
WP_CARDIAC_PROGENITOR_DIFFERENTIATION	1	0
WP_CARDIOMYOCYTE_SIGNALING_PATHWAYS_CONVERGING_ON_TITIN	1	0
WP_CATALYTIC_CYCLE_OF_MAMMALIAN_FLAVIN_CONTAINING_MONOOXYGENASES_FMOS	1	0
WP_CCL18_SIGNALING_PATHWAY	1	0
WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE	1	0
WP_CELLULAR_PROTEOSTASIS	1	0
WP_CELL_CYCLE	1	0
WP_CELL_DIFFERENTIATION_EXPANDED_INDEX	1	0
WP_CELL_DIFFERENTIATION_INDEX	1	0
WP_CELL_INTERACTIONS_OF_THE_PANCREATIC_CANCER_MICROENVIRONMENT	1	0
WP_CELL_LINEAGE_MAP_FOR_NEURONAL_DIFFERENTIATION	1	0
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	1	0
WP_CELL_TYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING	1	0
WP_CEREBRAL_ORGANIC_ACIDURIAS_INCLUDING_DISEASES	1	0
WP_CHEMOKINE_SIGNALING_PATHWAY	1	0
WP_CHOLESTASIS	1	0
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY	0	1
WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY_IN_HEPATOCYTES	1	0
WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS	1	0
WP_CHOLESTEROL_METABOLISM	1	0
WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCH_RUSSELL_PATHWAYS	1	0
WP_CHOLESTEROL_SYNTHESIS_DISORDERS	0	1
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER	1	0
WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION	1	0
WP_CILIARY_LANDSCAPE	0	1
WP_CILIOPATHIES	1	0
WP_CIRCADIAN_RHYTHM_GENES	1	0
WP_CKAP4_SIGNALING_PATHWAY_MAP	1	0
WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM	1	0
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS	1	0
WP_CLOCK_CONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM	1	0
WP_CODEINE_AND_MORPHINE_METABOLISM	1	0
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	1	0
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	1	0
WP_COMPLEMENT_ACTIVATION	1	0
WP_COMPLEMENT_AND_COAGULATION_CASCADES	1	0
WP_COMPLEMENT_SYSTEM	1	0
WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY	1	0
WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY	1	0
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY	1	0
WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE	1	0
WP_CONVERSION_OF_ANGIOTENSINOGEN_TO_ANGIOTENSIN_II	1	0
WP_COPPER_HOMEOSTASIS	1	0
WP_CORI_CYCLE	1	0
WP_CORTICOTROPIN_RELEASING_HORMONE_SIGNALING_PATHWAY	1	0
WP_COVID_19_ADVERSE_OUTCOME_PATHWAY	1	0
WP_COVID_19_AND_ENDOTHELIAL_CELL_SENESCENCE	1	0
WP_COVID_19_THROMBOSIS_AND_ANTICOAGULATION	1	0
WP_CREATINE_PATHWAY	1	0
WP_CYSTEINE_AND_METHIONINE_CATABOLISM	1	0
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE	1	0
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	1	0
WP_CYTOSINE_METHYLATION	0	1
WP_CYTOSOLIC_DNA_SENSING_PATHWAY	1	0
WP_DDX1_AS_A_REGULATORY_COMPONENT_OF_THE_DROSHA_MICROPROCESSOR	1	0
WP_DEGRADATION_PATHWAY_OF_SPHINGOLIPIDS_INCLUDING_DISEASES	1	0
WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER	1	0
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	1	0
WP_DEVELOPMENT_OF_PULMONARY_DENDRITIC_CELLS_AND_MACROPHAGE_SUBSETS	1	0
WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM	1	0
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE	1	0
WP_DISORDERS_IN_KETONE_BODY_SYNTHESIS	1	0
WP_DISORDERS_OF_BILE_ACID_SYNTHESIS_AND_BILIARY_TRANSPORT	1	0
WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT	1	0
WP_DISORDERS_OF_FRUCTOSE_METABOLISM	1	0
WP_DISORDERS_OF_GALACTOSE_METABOLISM	1	0
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALING_BY_CNV	1	0
